67,Connecticut,31,19,12,0.613,11.15,5.34,10,8,14,3,3,7,72.8,25.2,60.1,0.42,6.97,21.5,0.324,15.4,20.8,0.742,12.7,37.9,12.9,7.1,5.97,14.2,18.6,,
68,Coppin State,31,11,20,0.355,-14.36,-8.27,7,9,5,5,6,15,68,23.7,60.4,0.393,7.97,28.4,0.281,12.6,19.8,0.636,9.39,38.1,10.2,6.74,3.03,14.4,17.6,,
69,Cornell,27,7,20,0.259,-8.37,-1.85,4,10,6,6,1,14,67.3,24.8,56.3,0.44,7.19,22.1,0.325,10.6,15.1,0.699,8.37,32.1,14.1,6.74,2.89,11.6,17,,
70,Creighton,31,24,7,0.774,17.24,9.61,13,5,17,1,6,5,78.3,27.9,59.3,0.471,9.74,25.3,0.386,12.7,17.2,0.739,7.94,34.8,15.8,6.55,2.55,10.9,15.2,,
71,Dartmouth,29,12,17,0.414,-4.17,-3.2,5,9,6,6,5,10,65.3,24.1,54.6,0.442,6.93,21.7,0.32,10.1,14.9,0.677,6.72,35,12.6,4.62,2.55,12.2,16.7,,
72,Davidson,30,16,14,0.533,8.85,3.62,10,8,11,1,4,9,72.7,25.2,55.6,0.453,9.07,24.7,0.367,13.3,17.5,0.762,7.97,33.1,14.1,5.47,2.67,11,16.1,,
73,Dayton,31,29,2,0.935,19.17,3.69,18,0,17,0,9,0,80,29.2,55.6,0.525,8.03,21.7,0.371,13.6,18.9,0.72,7.81,35,17.6,5.68,3.52,12.2,17.1,,
74,Delaware State,32,6,26,0.188,-20.87,-9.54,4,12,3,11,2,13,73.4,25.8,62.6,0.411,7.78,24.7,0.315,14.2,20.7,0.685,10.5,35.7,10.4,6.88,2.22,15.3,20.7,,
75,Delaware,33,22,11,0.667,-1.53,-3.84,11,7,10,3,7,6,74.3,26.7,55.5,0.481,7.61,21.4,0.356,13.3,17.5,0.758,7.64,33.5,13.1,5.45,3.3,12.8,16.5,,
76,Denver,31,7,24,0.226,-10.06,-1.99,3,13,6,8,0,14,68.9,24.8,55.9,0.444,5.23,16.3,0.321,14,20.3,0.689,7.13,33.5,11.2,5.87,2.29,13.8,20.2,,
77,DePaul,32,16,16,0.5,7.63,8.95,3,15,11,7,4,9,70.7,26,59.6,0.437,5.66,18.1,0.313,13,19.8,0.658,11.6,37.2,13.6,8.03,4.97,14.7,19.1,,
78,Detroit Mercy,31,8,23,0.258,-9.87,-1.9,6,12,5,8,2,14,70.2,23.4,59.7,0.391,8.48,26.3,0.323,15,19.1,0.782,11.6,36.1,10.4,5.77,3.03,13.6,16.8,,
79,Drake,34,20,14,0.588,0.43,0.61,8,10,14,2,2,10,69.4,25.1,54.8,0.458,7.21,20.9,0.345,11.9,16.7,0.714,7.5,33.8,14.9,5.5,3.88,12.9,16.6,,
80,Drexel,33,14,19,0.424,-5.38,-2.2,6,12,10,5,1,13,68.3,24.9,56.4,0.441,7.3,20.9,0.349,11.2,16.1,0.7,10.4,35.2,14.4,5.64,2.82,14.6,16.3,,
81,Duke,31,25,6,0.806,22.55,8,15,5,15,2,7,4,82.5,29.7,63.1,0.47,7,19.9,0.352,16.2,22.5,0.72,12.7,40.1,15.5,8.32,6.06,13.2,18,,
82,Duquesne,30,21,9,0.7,6.77,1.67,11,7,10,4,6,3,71.5,25.3,57,0.443,7.83,24.6,0.318,13.2,18.7,0.703,10,34.6,14.3,6.9,5.37,12.6,15.4,,
83,East Carolina,31,11,20,0.355,-2.27,1.82,5,13,9,7,1,11,68.1,23.9,56.7,0.421,5.23,18.6,0.281,15.1,20.9,0.722,9.58,35.3,13.7,6.52,3,13.7,20.7,,
84,East Tennessee State,34,30,4,0.882,7.63,-1.82,16,2,16,1,11,3,76.3,27,56.9,0.475,7.65,22.1,0.346,14.6,21,0.694,10.9,35.5,13.9,8.18,3.56,12.1,17.6,,
85,Eastern Illinois,32,17,15,0.531,-5.08,-7.41,9,9,10,2,5,11,74.3,27.8,60.8,0.458,6.72,19.7,0.342,11.9,18.1,0.66,10.7,36.5,14,7.66,4.41,12.6,16.4,,
86,Eastern Kentucky,33,16,17,0.485,-9.17,-4.46,12,6,10,4,5,10,74.7,26,63.2,0.411,8.12,25.3,0.321,14.6,20.1,0.726,10.1,33.7,12,9.3,2.12,14,18.2,,
87,Eastern Michigan,32,16,16,0.5,-3.12,0.95,6,12,11,4,3,12,64.9,22.7,53.2,0.426,5.63,20.1,0.28,14,22.3,0.627,9.78,33.9,9.72,9.81,3.28,14.3,17,,
88,Eastern Washington,31,23,8,0.742,2.01,-1.81,16,4,13,2,10,6,80.9,29.5,64.1,0.46,9.29,26.6,0.349,12.7,18.4,0.694,10.6,38.3,17.5,7.13,3.61,12.8,18.6,,
89,Elon,34,13,21,0.382,-7.81,-2.03,7,11,8,8,3,12,68.7,23.7,56.8,0.417,10.2,28,0.363,11.2,15.2,0.736,8.29,32.6,13.3,4.71,1.88,11.5,19.4,,
90,Evansville,32,9,23,0.281,-7.04,0.61,0,18,5,10,3,10,67.2,23.3,55.3,0.422,7.53,23.4,0.321,13,17.8,0.73,7,31.4,12.3,4.75,2.31,12.7,16.7,,
91,Fairfield,32,12,20,0.375,-9.65,-4.81,8,12,5,8,6,9,58,20.3,52.2,0.39,4.31,15.2,0.284,13,18.8,0.695,10.2,34.3,8.63,5.13,2.75,13.8,16.4,,
92,Fairleigh Dickinson,30,11,19,0.367,-9.94,-5.87,9,9,7,5,4,14,72.2,26.2,58,0.452,7.4,20.7,0.357,12.4,17.1,0.723,9.1,33.6,11.9,6.37,3.3,13,16.3,,
93,Florida A&M,27,12,15,0.444,-12.17,-6.24,10,6,8,0,4,13,67.6,24.6,58.6,0.42,3.96,14,0.284,14.4,22.7,0.635,12,35,10.1,7.48,1.89,15.4,19.2,,
94,Florida Atlantic,32,17,15,0.531,-1.66,-1.25,8,10,14,3,2,12,71.1,25.7,60.3,0.426,8.31,25.4,0.327,11.4,16.2,0.703,10.7,36.5,12.2,7.31,2.06,13.3,16.9,,
95,Florida Gulf Coast,32,10,22,0.313,-10.26,-4.3,7,9,6,10,4,12,61.8,22.8,55.7,0.41,7.28,23.2,0.314,8.88,12.9,0.689,9.81,34.2,12.8,6.09,4.38,15.5,15.9,,
96,Florida International,32,19,13,0.594,0.9,-1,9,9,11,3,6,9,76.7,28.1,61.5,0.456,8.94,25.6,0.349,11.7,17.9,0.65,10.8,35.7,14.7,8.75,6.44,15.1,17.3,,
97,Florida State,31,26,5,0.839,17.28,7.64,16,4,16,0,7,5,75.4,27.2,59.6,0.457,7.42,21.1,0.351,13.5,18,0.75,11.3,35.5,13.2,8.81,5.23,13.2,17.5,,
98,Florida,31,19,12,0.613,14.94,9.1,11,7,11,4,4,7,71.9,25.5,55.8,0.457,7.13,20.5,0.347,13.7,19,0.723,10.1,34.8,11.9,5.74,3.9,11.9,17,,
99,Fordham,31,9,22,0.29,-3.58,-0.45,2,16,6,12,1,8,58.6,20.8,54.3,0.384,7.19,22.6,0.318,9.71,14.7,0.662,7.61,32.9,11.3,7.06,2.58,12.4,17.3,,
100,Fresno State,30,11,19,0.367,2.08,3.39,7,11,7,7,4,10,69.2,23.8,56.8,0.418,9.47,27.8,0.34,12.2,17.3,0.703,11,37.1,12.4,4.9,3.77,12.8,16.5,,
101,Furman,32,25,7,0.781,6.79,-1.55,15,3,14,1,10,5,76.8,27.5,58,0.474,9.44,26.8,0.352,12.3,17.5,0.701,7.78,31.6,14.8,8.25,2.81,11.4,15.5,,
102,Gardner-Webb,32,16,16,0.5,-5.56,-5.83,11,7,7,5,6,10,72.4,25.3,56.5,0.448,7.94,22.1,0.36,13.9,20,0.694,9.34,34.9,13.7,6.28,4.69,12.5,16.3,,
103,George Mason,32,17,15,0.531,0.86,1.48,5,13,10,7,3,8,67.1,23.9,56.4,0.424,5.91,19.4,0.304,13.4,19.4,0.691,11.9,37.3,10.9,6.06,4.66,13.6,16.8,,
104,George Washington,32,12,20,0.375,-3.99,0.92,6,12,7,9,3,9,65.2,22.8,53.9,0.422,7.34,22.9,0.321,12.3,17.7,0.698,7.78,33,11.9,5.38,4.06,13.1,16.6,,
